"Name of City","Name of Paper","TPA Member","County Seat","Address","Address2","PO Address","PO Address2","Website","Main Phone","Main Fax","Email","circulation","County","Pub Day","founded","Page Size","Column Width","Congressional District","Representative District","State Senator District","publisher","editor","Ad Director","fips","pov_perc_all","pov_perc_under_18","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","opioid_per_100","alc_est_per_capita","vet_percent_2020","percent_uninsured","Temp_MH_Services_NewApp_2020","Ext_MH_Services_NewApp_2020","Modification_NewApp_2020","Auth_Meds_NewApp_2020","Temp_MH_Services_Hearing_2020","Ext_MH_Services_Hearing_2020","Modification_Hearing_2020","Auth_Meds_Hearing_2020","Temp_MH_Services_NewApp_2020_per100k","Ext_MH_Services_NewApp_2020_per100k","Modification_NewApp_2020_per100k","Auth_Meds_NewApp_2020_per100k","Temp_MH_Services_Hearing_2020_per100k","Ext_MH_Services_Hearing_2020_per100k","Modification_Hearing_2020_per100k","Auth_Meds_Hearing_2020_per100k","X2020.Psychiatrist.Total","Ratio.of.Psychiatrists.to.100.000.Population","Total.Traffic.Fatalities","Total.Traffic.Fatalities.BAC.gt.08","Percent.Traffic.Fatalities.BAC.gt.08","Traffic_Fatalities_per_100k","I_35","percent_comp","County Code","Name.y","UNC2020_Count_Papers","desert","ACS5Y2020_Hispanic_Percent","ACS5Y2020_Poverty_Percent","ACS5Y2020_GINI_Index","ACS5Y2020_Highschool_Percent","ACS5Y2020_GED_Percent","ACS5Y2020_Bachelors_Percent","ACS5Y2020_Masters_Percent","ACS5Y2020_Professional_Percent","ACS5Y2020_Doctorate_Percent","ACS5Y2020_SNAP_Percent","ACS5Y2020_Unemployment_Percent","ACS5Y2020_Median Household Income","Zero_Papers","One_Or_Fewer_Papers"
"Corpus Christi","Corpus Christi Caller-Times","*","*","820 N. Lower Broadway","Corpus Christi, TX 78401-2025","PO Box 9136","Corpus Christi, TX 78469-9136","www.caller.com","361-886-3662","361-886-3732","metrodesk@caller.com",8958,"Nueces","Daily",1883,NA,NA,"27, 34","32,34","20, 27",NA,"Mary Ann Cavazos Beckett","Sal Hernandez",48355,17.5,25.9,2.2108,0.2916,19.0051,5.4574,4.1866,362265,1044,500,5,383718,129,33.6,62,16.2,363,94.6,86,22.4,101,26.3,363,94.6,"Metropolitan Statistical Area","Central",18580,"Corpus Christi, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,70,22.0851808436539,7.24818646688072,19.1984876990318,34,0,0,0,0,0,0,1,8.86067372393268,0,0,0,0,0,0,0.260608050703902,23,6,67,23,34,17.4607393971615,"Non I-35 Corridor",0.983333333333333,"355","Nueces",4,FALSE,0.641370588511422,0.161930654036044,0.456,0.239266315243035,0.0532495431352109,0.139460878446533,0.0554695050666622,0.0130370007723442,0.00883764312634791,0.165348477184593,0.0580548685799735,56784,FALSE,FALSE
"Corsicana","Corsicana Daily Sun","*","*","405 E. Collin","Corsicana, TX 75110-5325","PO Box 622","Corsicana, TX 75151-0622","www.corsicanadailysun.com","903-872-3931","903-872-6878","jmienk@corsicanadailysun.com",2426,"Navarro","Tuesday / Saturday",1895,"6 col. x 21”","1.58","6","8","2","Jake Mienk","Michael Kormos","Jake Mienk",48349,14.8,21.9,1.8321,0.2703,21.5948,3.1987,3.7243,49565,211,218,3.7,47985,5,10.4,7,14.6,30,62.5,11,22.9,6,12.5,25,52.1,"Micropolitan Statistical Area","Central",18620,"Corsicana, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,23.7,NA,5.67041653998176,20.4605266451836,92,0,0,1,84,0,0,0,191.726581223299,0,0,2.08398457851412,175.054704595186,0,0,0,0,0,7,2,23,14.5878920495988,"Non I-35 Corridor",0.966666666666667,"349","Navarro",2,FALSE,0.278989388580091,0.154940907122084,0.4571,0.240243788675021,0.0606673093068814,0.109891476725023,0.0475139152336826,0.00867564289934388,0.00376255480580864,0.146838768633274,0.0493019580296778,47574,FALSE,FALSE
"Crane","Crane News","*","*","401 S. Gaston","Crane, TX 79731-2621","401 S. Gaston","Crane, TX 79731-2621",NA,"432-558-3541",NA,"newspub@nwol.net",900,"Crane","Thursday",1879,"6 col. x 21”","2.069","23","53","31","Dennis Greer","Dennis Greer","Mandy Timmons",48103,9,12.9,2.9557,NA,19.2118,2.7094,3.9409,4794,12,3,6.3,6209,0,0,0,0,0,0,0,0,0,0,2,32.2,NA,NA,NA,NA,NA,6,"TX",6,6,14.6,NA,3.55080213903743,24.4458824396133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,16.1056530842326,"Non I-35 Corridor",0.833333333333333,"103","Crane",1,TRUE,0.649715129774214,0.0434971726837756,0.4308,0.29936974789916,0.0668767507002801,0.0983893557422969,0.0210084033613445,0.0136554621848739,0,0.0253333333333333,0.0288506281991624,54596,FALSE,TRUE
"Crockett","Houston County Courier","*","*","102 South 7th St.","Crockett, TX  75835-1694","P. O. Box 551","Crockett, TX  75835-0551","www.easttexsnews.com","936-544-2238","936-544-4088","news@hccourier.com",3777,"Houston","Thursday",1890,"6 col. x 21”","1.6273","8","9","3","Kelli Barnes","Chris Edwards","Ashley Bankhead-Keenan",48225,20,27.7,1.4085,NA,15.4636,2.7582,2.8169,23169,92,76,3.4,22620,3,13.3,4,17.7,11,48.6,4,17.7,5,22.1,5,22.1,NA,NA,NA,NA,NA,7,"TX",6,9,13.2,NA,8.0349859512372,26.1826246976852,5,0,0,0,0,0,0,0,22.10433244916,0,0,0,0,0,0,0,0,0,5,1,22,22.10433244916,"Non I-35 Corridor",0.866666666666667,"225","Houston",1,TRUE,0.113590794176619,0.190380155288898,0.4802,0.27367232980872,0.0899964357847214,0.109896637756921,0.0370678388974694,0.00493049780206724,0.0038612332184864,0.150473645858635,0.0301067530286674,40838,FALSE,TRUE
"Cross Plains","Cross Plains Review","*",NA,"116 S.E. 1st St.","Cross Plains, TX 76443","PO Box 519","Cross Plains, TX 76443-0519","www.crossplainsreview.com","254-725-6111","254-725-7225","crossplainsreview@gmail.com",670,"Callahan","Thursday",1908,"6 col. x 21”","1.75","25","71","10","Teri Brown","Teri Brown","Teri Brown",48059,12.2,19,1.8114,0,17.9749,2.7868,2.601,13994,6,5,3.3,13456,3,22.3,2,14.9,4,29.7,3,22.3,2,14.9,2,14.9,"Metropolitan Statistical Area","Outlying",10180,"Abilene, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,6.7,NA,8.78319229646922,27.9468238353729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.4,9,1,12,66.884661117717,"Non I-35 Corridor",0.966666666666667,"059","Callahan",3,FALSE,0.0982162045991833,0.0926568372361954,0.4175,0.27205292702486,0.0760825982357658,0.169306335204491,0.0423015236567763,0.0066158781074579,0.006214915797915,0.0878629932985853,0.0422670509125841,51955,FALSE,FALSE
"Crystal City","Zavala County Sentinel","*","*","202 E. Nueces St.","Crystal City, TX 78839-3325","202 E. Nueces St.","Crystal City, TX 78839-3325","zcsentinel.com","830-374-3465",NA,"zcsentinel@gmail.com",1732,"Zavala","Wednesday",1911,"6 col. x 21”","1.833","23","80","19","Annie Lee Amescua - Nelly Fernandez","Annie Lee Amescua - Nelly Fernandez","Annie Lee Amescua",48507,27.2,39,2.7128,0,14.3124,2.5257,2.7128,11983,64,20,9.2,12682,2,15.8,0,0,2,15.8,3,23.7,0,0,2,15.8,NA,NA,NA,NA,NA,7,"TX",6,9,2.6,NA,3.64012409513961,26.7224907875061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,21,70.9667244914051,"Non I-35 Corridor",0.883333333333333,"507","Zavala",1,TRUE,0.938809723386421,0.351749851707482,0.4014,0.2605266863822,0.0895648500211238,0.0697084917617237,0.0494296577946768,0.00337980566117448,0.00112660188705816,0.317909635274905,0.0436732306492494,40090,FALSE,TRUE
"Cuero","The Cuero Record","*","*","119 E. Main St.","Cuero, TX 77954","PO Box 351","Cuero, TX 77954-0351","www.dewittcountytoday.com","361-275-3464","361-275-3131","cuerorecord@cuerorecord.com",1742,"DeWitt","Wednesday",1894,"6 col. x 21”","1.69","34","30","18","Sonya Timpone","Sonya Timpone","Sonya Timpone",48123,20.5,27.6,1.801,NA,16.1172,5.0061,2.8083,20187,115,60,3.1,21737,0,0,3,13.8,11,50.6,1,4.6,6,27.6,13,59.8,NA,NA,NA,NA,NA,6,"TX",6,6,34.8,NA,6.10371267150928,19.5224091410637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"Non I-35 Corridor",0.766666666666667,"123","DeWitt",2,FALSE,0.356680021763862,0.179040017493986,0.5028,0.306939688308058,0.0928087217834929,0.0914808861555664,0.0215948004752254,0.00580054511146831,0.00321475994129569,0.120621427524549,0.067475360121304,53815,FALSE,FALSE
"Daingerfield","The Steel Country Bee","*","*","112 Quitman","Pittsburg, TX 75686","112 Quitman","Pittsburg, TX 75686","www.steelcountrybee.com","903-645-3948",NA,"accounting@campcountynow.com",779,"Morris","Thursday",1965,"6 col. x 21”","1.5417","1","1","1","Kenny Mitchell","Toni Walker","Kenny Mitchell",48343,17,25.1,1.5238,NA,18.381,4.2857,3.7143,12339,27,13,7.4,12448,0,0,1,8,5,40.2,3,24.1,2,16.1,4,32.1,NA,NA,NA,NA,NA,6,"TX",6,6,12.8,NA,7.61713856176397,20.7215860486031,24,0,0,0,0,0,0,0,192.80205655527,0,0,0,0,0,0,0,0,0,7,NA,1,56.2339331619537,"Non I-35 Corridor",0.85,"343","Morris",1,TRUE,0.101885570931456,0.177634301796209,0.4126,0.362603910549116,0.0688443976115209,0.101861608710924,0.03852007961597,0.00046832923545252,0.00035124692658939,0.175628626692456,0.0740125507567368,43995,FALSE,TRUE
"Dalhart","The Dalhart Texan","*","*","410 Denrock Ave.","Dalhart, TX 79022-2628","410 Denrock Ave.","Dalhart, TX 79022-2628","www.thedalharttexan.com","806-244-4511",NA,"advertising@thedalharttexan.com",1066,"Dallam","Tuesday / Friday",1901,"6 col. x 21”","1.833","13","86","31","Josh Umholtz",NA,"Rhonda Butters",48111,11.1,16,NA,0,9.2375,1.6129,2.0528,7200,17.9,10.85,1.8,7237,0,0,0,0,0,0,1,13.8,0,0,0,0,NA,NA,NA,NA,NA,7,"TX",6,11,19.4,NA,5.34082923401265,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,28,55.2715213486251,"Non I-35 Corridor",0.866666666666667,"111","Dallam",1,TRUE,0.463971397139714,0.149434910004186,0.4951,0.212231030577576,0.072480181200453,0.13272933182333,0.034881087202718,0,0.00249150622876557,0.098122866894198,0.0305240410588871,58956,FALSE,TRUE
"Dallas","Dallas Business Journal",NA,"*","2515 McKinney Ave., Ste 100","Dallas, TX 75201","2515 McKinney Ave., Ste. 100","Dallas, TX 75201","www.dallasbusinessjournal.com","214-696-5959","214-696-1486","dallas@bizjournals.com",8874,"Dallas","Friday",1977,"6 col. x 14”","1.5","3-5, 24, 30, 32-33","100, 102-105, 107-115","2, 12, 16, 23","Ollie Chandhok","Jeffrey Schnick","Shelby Benton",48113,13.7,20.1,1.897,0.1674,19.7851,3.8785,3.1388,2637772,5210,4005,3.7,2734111,505,18.5,972,35.6,2535,92.7,307,11.2,1224,44.8,2424,88.7,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,45.9,8.7238032415051,4.07822496622396,21.4845776557922,6558,0,0,716,6213,0,0,510,239.858586575307,0,0,26.1876712393901,227.240225433422,0,0,18.6532295140907,300,11,384,115,30,14.0447845753153,"Non I-35 Corridor",0.983333333333333,"113","Dallas",13,FALSE,0.402286022372927,0.145803714894677,0.4909,0.192154249406079,0.0333627601352012,0.204481490462574,0.085703139497863,0.0235398604707142,0.0111147935785936,0.106379942409904,0.0502142259921761,61870,FALSE,FALSE
"Dallas","Texas Jewish Post","*","*","7920 Beltline Rd. Ste. 680","Dallas, TX 75254-8150","7920 Beltline Rd. Ste. 680","Dallas, TX 75254-8150","www.tjpnews.com","972-458-7283","214-466-2633","sharon@tjpnews.com",2304,"Dallas","Thursday",1947,"5 col. x12.5”","1.9375","3-5, 24, 30, 32-33","4, 33, 65-67, 89, 100-115","2, 12, 16, 23","Sharon Wisch-Ray","Sharon Wisch-Ray","Amy Doty",48113,13.7,20.1,1.897,0.1674,19.7851,3.8785,3.1388,2637772,5210,4005,3.7,2734111,505,18.5,972,35.6,2535,92.7,307,11.2,1224,44.8,2424,88.7,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,45.9,8.7238032415051,4.07822496622396,21.4845776557922,6558,0,0,716,6213,0,0,510,239.858586575307,0,0,26.1876712393901,227.240225433422,0,0,18.6532295140907,300,11,384,115,30,14.0447845753153,"Non I-35 Corridor",0.983333333333333,"113","Dallas",13,FALSE,0.402286022372927,0.145803714894677,0.4909,0.192154249406079,0.0333627601352012,0.204481490462574,0.085703139497863,0.0235398604707142,0.0111147935785936,0.106379942409904,0.0502142259921761,61870,FALSE,FALSE
"Dallas","The Dallas Morning News","*","*","1954 Commerce Street","Dallas, TX  75201","PO Box 655237","Dallas, TX 75265-5237","www.dallasnews.com","214-977-8222","214-977-8613","newstips@dallasnews.com",76420,"Dallas","Daily",1885,"6 x 21","1.69","3-5, 24, 30, 32-33","4, 33, 65-67, 89, 100-115","2, 12, 16, 23","Grant Moise","Katrice Hardy","Eric Myers",48113,13.7,20.1,1.897,0.1674,19.7851,3.8785,3.1388,2637772,5210,4005,3.7,2734111,505,18.5,972,35.6,2535,92.7,307,11.2,1224,44.8,2424,88.7,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,45.9,8.7238032415051,4.07822496622396,21.4845776557922,6558,0,0,716,6213,0,0,510,239.858586575307,0,0,26.1876712393901,227.240225433422,0,0,18.6532295140907,300,11,384,115,30,14.0447845753153,"Non I-35 Corridor",0.983333333333333,"113","Dallas",13,FALSE,0.402286022372927,0.145803714894677,0.4909,0.192154249406079,0.0333627601352012,0.204481490462574,0.085703139497863,0.0235398604707142,0.0111147935785936,0.106379942409904,0.0502142259921761,61870,FALSE,FALSE
"Dallas","Daily Commercial Record","*","*","706 Main St.","Dallas, TX 75202-3610","706 Main St.","Dallas, TX 75202-3610","www.dailycommercialrecord.com","214-741-6366","214-741-6373","notices@dailycommercialrecord.com",135,"Dallas","Daily (Ex Sun Sat)",1888,"9 col x 12”","1.5","3-5, 24, 30, 32-33","4, 33, 65-67, 89, 100-115","2, 12, 16, 23","E. Nuel Cates Jr.","Emily Cates","E. Nuel Cates Jr.",48113,13.7,20.1,1.897,0.1674,19.7851,3.8785,3.1388,2637772,5210,4005,3.7,2734111,505,18.5,972,35.6,2535,92.7,307,11.2,1224,44.8,2424,88.7,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,45.9,8.7238032415051,4.07822496622396,21.4845776557922,6558,0,0,716,6213,0,0,510,239.858586575307,0,0,26.1876712393901,227.240225433422,0,0,18.6532295140907,300,11,384,115,30,14.0447845753153,"Non I-35 Corridor",0.983333333333333,"113","Dallas",13,FALSE,0.402286022372927,0.145803714894677,0.4909,0.192154249406079,0.0333627601352012,0.204481490462574,0.085703139497863,0.0235398604707142,0.0111147935785936,0.106379942409904,0.0502142259921761,61870,FALSE,FALSE
"De Leon","De Leon Free Press","*",NA,"324 S. Texas","De Leon, TX 76444-1946","PO Box 320","De Leon, TX 76444-0320","www.deleonfreepress.com","254-893-6868","254-893-3550","ads@deleonfreepress.com",1025,"Comanche","Thursday",1890,"6 col. x 21”","1.667","25","59","24","Jon Awbrey","Sarah Awbrey","Kay Hodges",48093,15.9,24,1.2505,NA,17.7413,1.3286,2.0711,13534,42,29,3,13075,4,30.6,1,7.6,5,38.2,9,68.8,1,7.6,12,91.8,NA,NA,NA,NA,NA,7,"TX",6,9,52.1,NA,6.56907459173165,27.9468238353729,13,0,0,0,0,0,0,0,99.4263862332696,0,0,0,0,0,0,0,0,0,12,3,26,91.7782026768642,"Non I-35 Corridor",0.866666666666667,"093","Comanche",2,FALSE,0.283003603736118,0.145696860176192,0.4284,0.261254764602864,0.06582878335222,0.143504687339034,0.0468733903368703,0.00329659008962604,0.00762336458226022,0.0919497784342688,0.0614410134600158,54889,FALSE,FALSE
"Decatur","Wise County Messenger","*","*","115 S. Trinity","Decatur, TX 76234-1819","PO Box 149","Decatur, TX 76234-0149","www.wcmessenger.com","940-627-5987","940-627-1004","news@wcmessenger.com",3922,"Wise","Wednesday / Friday",1880,"6 col. x 21”","1.6667","13, 26","64","12","Kristen Tribe","Richard Greene","Lori White",48497,10,12.4,1.4419,NA,19.6777,3.5765,2.7566,68305,186,169,3.3,65807,7,10.6,10,15.2,34,51.7,8,12.2,18,27.4,41,62.3,"Metropolitan Statistical Area","Outlying",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,45,5.82818510315888,6.69658468352955,21.9790354371071,48,0,0,45,12,0,0,0,72.9405686325163,0,0,68.381783092984,18.2351421581291,0,0,0,2,3,23,3,13,34.9506891364141,"Non I-35 Corridor",0.966666666666667,"497","Wise",3,FALSE,0.195848800895646,0.10351276143742,0.4185,0.28114050455501,0.0611422564821303,0.14041695865452,0.033396110721794,0.0056499649614576,0.00865014015416959,0.0905005841646446,0.0436110944707362,67726,FALSE,FALSE
"Fort Hancock","Hudspeth County Herald","*",NA,"PO Box 128","Fort Hancock, TX 79839","PO Box 128","Fort Hancock, TX 79839",NA,"915-964-2426",NA,"hcherald@dellcity.com",330,"Hudspeth","Friday",1956,"2 col. x 12.5”","4.5","23","74","29","Becky Dean Walker","Guadalupe Kelly","Guadalupe Kelly",48229,24.2,33.1,NA,0,7.4074,NA,NA,4795,107,102,3.7,3400,0,0,0,0,0,0,0,0,0,0,1,29.4,"Metropolitan Statistical Area","Outlying",21340,"El Paso, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,NA,NA,6.77701436602124,24.4458824396133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,29,500,"Non I-35 Corridor",0.9,"229","Hudspeth",1,TRUE,0.777469596756987,0.230566534914361,0.4144,0.252246469833119,0.0609756097560976,0.0953145057766367,0.00353016688061617,0,0,0.350488021295475,0.0865257595772787,31505,FALSE,TRUE
"Denton","Denton Record-Chronicle","*","*","3555 Duchess Drive","Denton, TX 76205","PO Box 369","Denton, TX 76202-0369","www.DentonRC.com","940-387-3811","940-566-6846","drc@dentonrc.com",4697,"Denton","Daily eEdition  / Print Saturday",1903,"6 x 21","1.69","13, 26","57, 64, 106","12, 30","Bill Patterson","Sean McCrory","Becci Hendrix",48121,6.9,7.6,1.4876,0.2331,18.8744,2.7137,2.3043,859064,1188,781,2.9,897953,146,16.3,211,23.5,941,104.8,89,9.9,322,35.9,496,55.2,"Metropolitan Statistical Area","Outlying",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,30.7,6.50910944350424,4.76025515709019,12.2009098529816,848,3,11,99,816,2,10,76,94.4370139639825,0.33409320977824,1.22500843585355,11.0250759226819,90.8733530596813,0.222728806518827,1.11364403259413,8.46369464771542,47,5.2,79,16,21,8.79778785749365,"Non I-35 Corridor",0.983333333333333,"121","Denton",8,FALSE,0.193648527892862,0.0743949587649869,0.4296,0.149509730742684,0.0265885233262086,0.307795658794375,0.118730691751218,0.0177965193780614,0.0132424510125909,0.0446662341766888,0.0386111145260898,90354,FALSE,FALSE
"Denver City","Denver City Press","*",NA,"321 N. Main","Denver City, TX 79323-3241","PO Box 1240","Denver City, TX 79323-1240","www.dcpressonline.com","806-592-2141","806-592-8233","denvercitypress@yahoo.com",997,"Yoakum","Thursday",1939,"6 col. x 21”","2.0625","19","88","31","John Graham","John Graham","Sandra Perez",48501,10.8,14.9,1.3699,0,13.2005,NA,2.2416,8591,15,9,4.8,9225,0,0,0,0,1,10.8,0,0,0,0,4,43.4,NA,NA,NA,NA,NA,7,"TX",6,9,15.8,NA,3.26228229789446,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,10.840108401084,"Non I-35 Corridor",0.866666666666667,"501","Yoakum",1,TRUE,0.669530887134231,0.111240130051091,0.4193,0.226251478123768,0.0748916042569965,0.099329917225069,0.017540402049665,0.00078833267638943,0,0.0980392156862745,0.053142702994335,69004,FALSE,TRUE
"Deport","Deport Times-Blossom Times","*",NA,"161 Main St.","Deport, TX 75435","PO Box 98","Deport, TX 75435-0098",NA,"903-652-4205","903-652-6041","bpnews@bpnewstx.com",376,"Lamar","Thursday",1908,"6 col. x 21”","1.667","4","1","1","Melody Scmidt","Carly Crow","Steve Schmidt",48277,19.6,26.9,1.754,0.2793,18.8694,6.2786,3.2845,49728,152,82,4,50014,5,10,12,24,31,62,19,38,18,36,37,74,"Micropolitan Statistical Area","Central",37580,"Paris, TX","Micropolitan Statistical Area-Central",5,"TX",5,8,68.2,NA,6.83397220891231,20.7215860486031,110,1,0,5,48,0,0,6,219.938417243172,1.99944015675611,0,9.99720078378054,95.9731275242932,0,0,11.9966409405367,3,6,17,3,15,33.9904826648538,"Non I-35 Corridor",0.966666666666667,"277","Lamar",2,FALSE,0.0806156322301579,0.183819034033014,0.462,0.273551784669397,0.061234640140433,0.127998829724985,0.044031597425395,0.0100058513750731,0.00538326506729081,0.137184296074018,0.0385615251299827,48036,FALSE,FALSE
"DeSoto","Focus Daily News",NA,NA,"1337 Marilyn Ave.","DeSoto, TX 75115","PO Box 1714","DeSoto, TX 75123-1714","www.focusdailynews.com","972-223-9175",NA,"focusnews@wans.net",15416,"Dallas","Daily (Ex Mon Sat)",1987,"6 col. x 21”","1.75","30","109, 111","23","Marlon Hanson","Marlon Hanson","Kristin Barclay",48113,13.7,20.1,1.897,0.1674,19.7851,3.8785,3.1388,2637772,5210,4005,3.7,2734111,505,18.5,972,35.6,2535,92.7,307,11.2,1224,44.8,2424,88.7,"Metropolitan Statistical Area","Central",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,45.9,8.7238032415051,4.07822496622396,21.4845776557922,6558,0,0,716,6213,0,0,510,239.858586575307,0,0,26.1876712393901,227.240225433422,0,0,18.6532295140907,300,11,384,115,30,14.0447845753153,"Non I-35 Corridor",0.983333333333333,"113","Dallas",13,FALSE,0.402286022372927,0.145803714894677,0.4909,0.192154249406079,0.0333627601352012,0.204481490462574,0.085703139497863,0.0235398604707142,0.0111147935785936,0.106379942409904,0.0502142259921761,61870,FALSE,FALSE
"Detroit","Detroit Weekly","*",NA,"161 Main St.","Deport, TX 75435","PO Box 98","Deport, TX. 75435-0098",NA,"903-652-4205","903-652-6041","bpnews@bpnewstx.com",235,"Red River","Thursday",1982,"6 col. x 21”","1.667","1, 4","1","1","Melody Schmidt","Carly Crow","Steve Schmidt",48387,15.7,25.6,1.5564,NA,18.249,6.537,2.8016,12175,31,26,4.5,12610,0,0,2,15.9,5,39.7,6,47.6,2,15.9,2,15.9,NA,NA,NA,NA,NA,6,"TX",6,6,82.2,NA,6.54181410201087,20.7215860486031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,11,63.441712926249,"Non I-35 Corridor",0.866666666666667,"387","Red River",2,FALSE,0.0737102765167148,0.202399932869011,0.4637,0.332590777456004,0.0622633103141011,0.113945199376253,0.0355312987302294,0.00345288482958343,0.00378703497438182,0.135912891308575,0.0514463211026985,37135,FALSE,FALSE
"Devine","The Devine News","*",NA,"216 S. Bright Dr.","Devine, TX 78016-3295","PO Box 508","Devine, TX 78016-0508","www.devinenews.com","830-665-2211","830-663-3686","news@devinenews.com",2758,"Medina","Wednesday",1897,"6 col. x 21”","1.833","23","53","24","Kathleen (DuBose) Calame","Kayleen (Calame) Holder","Kayleen (Calame) Holder",48325,11.2,17.2,1.7091,NA,16.4944,3.5771,3.4579,50921,78,63,3.4,50594,14,27.7,7,13.8,24,47.4,4,7.9,10,19.8,20,39.5,"Metropolitan Statistical Area","Outlying",41700,"San Antonio-New Braunfels, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,15,NA,8.41018365255774,23.8479003310204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,33,21.7417085029845,"Non I-35 Corridor",0.95,"325","Medina",4,FALSE,0.523088718079774,0.105242518059856,0.4353,0.254139436743545,0.0634762476921724,0.12583887700378,0.0683996131641415,0.00530434018110952,0.00337016088855024,0.10495681562148,0.0329948132327943,62701,FALSE,FALSE
"Dimmitt","The Castro County News","*","*","112 W Bedford St","Dimmitt, TX 79027","PO Box 67","Dimmitt, TX 79027-0067","thecastrocountynews.com","806-647-1234",NA,"thecastrocountynews@yahoo.com",877,"Castro","Thursday",1924,"6 col. x 21”","1.63","19","88","31","K. Brett Wesner","Lynda Work","Lynda Work",48069,15.3,20.4,1.812,0,11.0985,1.6988,1.6988,7665,18,11,2.5,7103,1,14.1,0,0,2,28.2,2,28.2,0,0,4,56.3,NA,NA,NA,NA,NA,6,"TX",6,6,9.7,NA,2.64550264550265,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,28.1571167112488,"Non I-35 Corridor",0.883333333333333,"069","Castro",2,FALSE,0.648062425605079,0.118417535418337,0.4437,0.262491957966974,0.0806347844735149,0.123740081492601,0.0272356851812138,0,0.0135106154835943,0.133750488854126,0.0149543062863473,49900,FALSE,FALSE
"Dripping Springs","Dripping Springs Century News","*",NA,"Cornerstone Park, 101 FM 3237, Ste A","Wimberley, TX 78676","PO Box 732","Dripping Springs, TX 78620","www.drippingspringsnews.com","512-858-4163","512-847-9054","dscenturynews@gmail.com",1112,"Hays","Thursday",1990,NA,"1.549","25","73","25","Lance Winter","Steffany Duke",NA,48209,9.6,9.9,1.8166,0.0927,17.2269,3.3428,1.6621,222631,356,219,2.8,234896,72,30.7,88,37.5,214,91.1,27,11.5,121,51.5,150,63.9,"Metropolitan Statistical Area","Central",12420,"Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,22.2,11.6150281871845,4.69164174275202,14.4794166088104,88,0,0,1,120,0,0,1,37.463388052585,0,0,0.425720318779375,51.086438253525,0,0,0.425720318779375,15,6.4,46,16,34,19.5831346638512,"I-35 Corridor",0.983333333333333,"209","Hays",5,FALSE,0.394507846894676,0.12748943035158,0.4503,0.193542627585181,0.0346972176759411,0.24870554976938,0.102901353965184,0.0141422407379854,0.0200193423597679,0.0665111308065273,0.0551002312071666,68724,FALSE,FALSE
