Area,Age group,Race,Sex,,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Glasscock,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Glasscock,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Glasscock,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Glasscock,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Glasscock,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Glasscock,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Glasscock,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Glasscock,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Glasscock,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Glasscock,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Glasscock,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Glasscock,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Glasscock,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Glasscock,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Glasscock,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Glasscock,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Glasscock,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Glasscock,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Glasscock,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Glasscock,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Glasscock,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Glasscock,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Glasscock,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,All,All,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,All,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,All,Male,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Goliad,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Goliad,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,All,All,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,All,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,All,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gonzales,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gonzales,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,All,All,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,All,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,All,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gray,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gray,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,All,All,Cases,6,9,8,8,11,13,6,7,6,5
Grayson,All,All,All,Rate,4.96,7.41,6.57,6.54,8.9,10.35,4.68,5.34,4.48,3.67
Grayson,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,All,Male,Cases,--,6,6,8,10,11,6,6,--,--
Grayson,All,All,Male,Rate,-0.01,10.16,10.11,13.38,16.54,17.9,9.57,9.38,-0.01,-0.01
Grayson,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,White,All,Cases,--,--,--,6,7,11,5,--,--,--
Grayson,All,White,All,Rate,-0.01,-0.01,-0.01,6.32,7.35,11.42,5.12,-0.01,-0.01,-0.01
Grayson,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Grayson,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Grayson,All,White,Male,Cases,--,--,--,6,7,9,5,--,--,--
Grayson,All,White,Male,Rate,-0.01,-0.01,-0.01,13.05,15.17,19.29,10.59,-0.01,-0.01,-0.01
Gregg,All,All,All,Cases,27,17,29,17,27,36,16,21,26,27
Gregg,All,All,All,Rate,22.13,13.86,23.56,13.8,21.93,29.08,12.97,17.09,21.1,21.78
Gregg,All,All,Female,Cases,12,6,13,--,9,14,5,7,10,7
Gregg,All,All,Female,Rate,19.23,9.57,20.69,-0.01,14.31,22.14,7.92,11.12,15.79,10.99
Gregg,All,All,Male,Cases,15,11,16,15,18,22,11,14,16,20
Gregg,All,All,Male,Rate,25.18,18.35,26.56,24.91,29.88,36.33,18.27,23.38,26.7,33.19
Gregg,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Gregg,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gregg,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gregg,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gregg,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gregg,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gregg,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Gregg,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gregg,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gregg,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gregg,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gregg,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gregg,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Gregg,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gregg,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gregg,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gregg,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gregg,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gregg,All,Black,All,Cases,14,9,17,9,19,18,9,10,13,12
Gregg,All,Black,All,Rate,58.02,37.33,69.95,36.82,77.42,72.39,36.1,40.27,52.19,47.81
Gregg,All,Black,Female,Cases,6,--,8,--,7,8,--,--,--,5
Gregg,All,Black,Female,Rate,47,-0.01,62.21,-0.01,53.93,60.62,-0.01,-0.01,-0.01,37.58
Gregg,All,Black,Male,Cases,8,5,9,8,12,10,6,6,9,7
Gregg,All,Black,Male,Rate,70.42,44.08,78.64,69.59,103.78,85.72,51.17,51.39,77.09,59.35
Gregg,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,6,--
Gregg,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,25.69,-0.01
Gregg,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Gregg,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gregg,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Gregg,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Gregg,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Gregg,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
